date,local_team,local_team_points,visit_team,visit_team_points,player_team,player_name,player_total_points,time,one_point_shots_get,one_point_shots_made,two_point_shots_get,two_point_shots_made,three_point_shots_get,three_point_shots_made,rebouts,assists,faults,received_faults
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Tomasz Gielo,5,14:00,1,2,1,3,0,0,1,1,2,0
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Luka Lapornik ,2,05:20,1,1,0,1,0,0,0,1,1,0
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Garrett Stutz ,,,0,0,0,0,0,0,,,,
19/11/2016,Divina Joventut,86,Valencia Basket,84,local,Jerome Adolphus Jordan,15,20:43,5,5,0,0,5,7,4,1,4,5
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Antoine Camille Diot ,14,23:31,1,4,2,3,6,6,4,4,4,5
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Sam Tom B. Van Rossom ,,,0,0,0,0,0,0,,,,
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Romain Lebel-Guessagba-Sato ,0,07:13,0,2,0,0,0,0,1,0,0,1
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Guillem Vives Torrent,8,16:31,2,3,0,1,4,4,1,5,1,4
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Rafael Martínez Aguilera,10,19:05,0,1,3,4,1,2,2,1,2,3
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Pierre David Oriola Garriga,2,13:46,1,1,0,0,0,0,2,0,2,0
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Fernando San Emeterio Lara,2,23:31,1,1,0,5,0,0,1,1,1,4
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Joan Sastre Morro,9,29:26,3,5,1,5,0,0,2,3,2,0
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Lucas Clayton Sikma ,6,18:02,3,4,0,0,0,0,6,3,1,0
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,Viacheslav Kravtsov ,23,27:11,9,10,0,0,5,10,7,1,3,5
19/11/2016,Divina Joventut,86,Valencia Basket,84,visit,William Benson Thomas ,10,21:44,5,8,0,2,0,0,5,1,1,0
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Edwin Pierre Jackson ,27,36:43,5,9,1,9,14,15,6,4,2,10
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Jaime Fernández Bernabé,18,22:33,2,3,4,6,2,2,1,2,3,3
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Edgar Benjamin Vicedo Ayala,5,15:59,1,3,1,2,0,0,5,0,4,1
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Omar-Sharif Cook ,5,24:59,1,2,1,2,0,2,2,1,4,1
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Goran Suton ,4,27:25,1,2,0,1,2,6,4,1,3,3
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Sitapha Alfred Savané Sagna,7,23:32,2,2,0,0,3,4,3,0,2,4
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Pietras Bartlomiej Jordan,,,0,0,0,0,0,0,,,,
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Ali Badara Traore ,6,16:27,3,4,0,0,0,0,4,0,2,1
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Darío Brizuela Arrieta,0,15:18,0,2,0,0,0,0,3,1,1,1
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Jamar Wilson ,6,17:04,2,8,0,0,2,2,3,2,3,3
26/11/2016,Movistar Estu,78,Herbalife GC,86,local,Victor Jesús Arteaga González,,,0,0,0,0,0,0,,,,
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Venard Richard Hendrix ,10,23:48,4,10,0,0,2,4,4,0,3,3
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Alberto Oliver Campos,12,17:08,1,3,2,4,4,5,1,3,1,2
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Lester McCalebb,19,23:19,6,9,1,2,4,4,2,3,3,5
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Sasu Antreas Salin ,7,24:14,2,2,0,4,3,4,8,1,3,2
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Eulis Rafael Báez Benjamín,4,13:55,2,4,0,0,0,0,1,0,4,2
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Anzejs Pasecniks,7,16:12,3,5,0,0,1,2,4,0,1,2
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Royce Khalil O´Neale ,0,11:29,0,0,0,0,0,0,4,3,4,0
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Oriol Paulí Fornells,0,05:32,0,1,0,0,0,0,1,0,1,0
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Xavier Rabaseda Bertran,5,16:17,0,0,1,2,2,2,2,1,5,1
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Kyle Matthew Kuric ,7,24:23,2,4,1,6,0,1,1,2,1,5
26/11/2016,Movistar Estu,78,Herbalife GC,86,visit,Pablo Aguilar Bermúdez,15,23:43,4,5,2,4,1,4,3,0,1,2
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Antoine Camille Diot ,9,24:10,0,1,1,1,6,6,4,8,0,4
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Sam Tom B. Van Rossom ,8,15:45,1,2,2,3,0,0,0,0,0,2
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Romain Lebel-Guessagba-Sato ,5,16:36,1,3,1,2,0,0,4,0,3,1
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Bojan Dubljevic ,,,0,0,0,0,0,0,,,,
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Guillem Vives Torrent,12,18:27,1,1,2,3,4,5,3,1,1,3
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Rafael Martínez Aguilera,10,21:38,1,4,2,3,2,3,2,2,1,2
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Pierre David Oriola Garriga,3,15:01,1,3,0,0,1,2,2,1,4,2
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Fernando San Emeterio Lara,7,23:24,2,3,0,2,3,4,0,0,1,4
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Lucas Clayton Sikma ,4,21:18,2,3,0,4,0,0,7,3,2,3
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Josep Puerto Guaita,,,0,0,0,0,0,0,,,,
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,Viacheslav Kravtsov ,10,24:59,4,6,0,0,2,3,4,1,3,2
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,local,William Benson Thomas ,15,18:42,2,6,3,9,2,2,14,2,0,1
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Scott Bamforth ,17,30:37,4,7,3,7,0,0,5,4,3,2
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Tobias Carl Peter Borg ,2,15:02,1,3,0,2,0,0,3,0,2,0
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Beye Tabu-Eboma,3,24:58,0,2,1,4,0,0,0,3,1,0
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Borja Mendia Sangroniz,0,02:11,0,0,0,0,0,0,0,0,1,0
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Miha Lapornik ,0,15:56,0,1,0,3,0,0,1,0,3,0
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Javier Salgado Martín,,,0,0,0,0,0,0,,,,
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Álex Mumbrú Murcia,12,29:41,4,9,1,1,1,2,3,2,3,4
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Axel Marie Gustave Hervelle ,8,27:39,4,5,0,3,0,0,4,1,2,0
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Dejan Todorovic ,1,03:56,0,0,0,0,1,2,0,1,1,1
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Ivan Buva ,2,12:21,1,4,0,0,0,0,6,0,2,3
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Danilo Nikolic ,3,11:36,0,1,1,2,0,0,1,0,2,0
03/12/2016,Valencia Basket,83,RETAbet Bilbao,61,visit,Michael Oluwaseun Eric,13,26:03,6,7,0,1,1,3,6,1,4,5
10/12/2016,Unicaja,83,Valencia Basket,91,local,Viny-Pierrot Marcel Okouo ,,,0,0,0,0,0,0,,,,
10/12/2016,Unicaja,83,Valencia Basket,91,local,Kyle Edward Fogg ,15,17:32,3,4,2,3,3,5,2,3,2,3
10/12/2016,Unicaja,83,Valencia Basket,91,local,Alberto Díaz Ortiz,0,11:51,0,1,0,0,0,0,0,1,2,0
10/12/2016,Unicaja,83,Valencia Basket,91,local,Daniel Díez De La Faya,1,17:02,0,2,0,1,1,2,4,0,0,2
10/12/2016,Unicaja,83,Valencia Basket,91,local,Jamar Desean Smith ,6,25:43,3,6,0,4,0,0,1,2,4,1
10/12/2016,Unicaja,83,Valencia Basket,91,local,Nemanja Nedovic ,4,14:17,2,2,0,3,0,1,1,2,3,1
10/12/2016,Unicaja,83,Valencia Basket,91,local,Oliver Lafayette ,7,17:30,2,3,1,2,0,0,1,2,2,2
10/12/2016,Unicaja,83,Valencia Basket,91,local,Adam Szczepan Waczynski ,9,16:05,1,4,2,2,1,1,1,1,3,1
10/12/2016,Unicaja,83,Valencia Basket,91,local,Jeffrey Dean Brooks Jr ,15,23:52,5,6,1,2,2,2,3,2,1,2
10/12/2016,Unicaja,83,Valencia Basket,91,local,Carlos Suárez García-Osorio,5,17:45,0,2,1,3,2,2,3,1,3,2
10/12/2016,Unicaja,83,Valencia Basket,91,local,Dejan Musli,18,27:38,8,12,0,0,2,8,6,3,1,7
10/12/2016,Unicaja,83,Valencia Basket,91,local,Hamady Barro Ndiaye ,3,10:45,1,1,0,0,1,3,2,1,2,2
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Antoine Camille Diot ,12,26:52,3,5,0,3,6,6,5,7,2,6
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Sam Tom B. Van Rossom ,7,13:46,2,4,1,1,0,0,1,0,1,0
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Romain Lebel-Guessagba-Sato ,0,07:10,0,0,0,1,0,0,0,0,1,0
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Bojan Dubljevic ,7,16:41,2,3,0,1,3,4,7,1,3,4
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Guillem Vives Torrent,3,06:30,0,0,1,2,0,0,0,1,2,0
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Rafael Martínez Aguilera,22,26:57,0,2,6,6,4,6,1,1,1,6
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Pierre David Oriola Garriga,,,0,0,0,0,0,0,,,,
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Fernando San Emeterio Lara,15,25:03,5,9,1,4,2,2,0,2,3,1
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Joan Sastre Morro,9,13:42,1,1,1,3,4,4,2,2,2,3
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Lucas Clayton Sikma ,4,19:32,2,3,0,1,0,0,5,1,3,0
10/12/2016,Unicaja,83,Valencia Basket,91,visit,Viacheslav Kravtsov ,10,22:53,4,6,0,0,2,2,8,0,4,1
10/12/2016,Unicaja,83,Valencia Basket,91,visit,William Benson Thomas ,2,20:54,0,1,0,0,2,2,5,1,1,2
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,José Ángel Antelo Paredes,8,16:33,0,1,2,3,2,2,4,0,4,2
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Facundo Campazzo Avedano,24,31:15,4,8,3,5,7,8,6,7,0,6
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Vitor Alves Benite ,11,17:45,1,4,3,4,0,0,3,0,4,0
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Pedro Llompart Usón,5,14:21,0,0,1,3,2,2,1,1,0,1
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Nemanja Radovic ,9,21:56,3,5,0,2,3,3,6,0,3,4
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,William James Baron ,13,25:32,3,3,2,7,1,1,2,2,4,3
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Vitor Luiz Faverani Tatsch,2,17:51,1,2,0,1,0,3,4,0,1,3
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Julen Imanol Olaizola González,0,03:51,0,0,0,0,0,0,0,0,1,0
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Marcos Nicolás Delía,8,23:21,4,5,0,0,0,0,5,2,3,1
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Martynas Pocius ,15,19:11,3,5,3,3,0,0,3,0,2,1
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Sadiel Antonnio Lucciano Rojas Thompson ,2,08:24,1,1,0,1,0,0,4,0,4,1
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,local,Ovie Paul Soko,,,0,0,0,0,0,0,,,,
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Scott Bamforth ,18,35:25,3,6,2,6,6,7,1,2,2,3
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Tobias Carl Peter Borg ,8,15:00,0,1,2,2,2,2,0,2,5,3
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Beye Tabu-Eboma,8,13:45,2,2,1,2,1,1,0,5,1,2
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Borja Mendia Sangroniz,0,00:17,0,0,0,0,0,0,0,0,0,0
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Miha Lapornik ,3,11:45,0,1,1,2,0,0,0,0,0,0
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Javier Salgado Martín,2,13:06,0,0,0,1,2,2,0,0,1,2
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Álex Mumbrú Murcia,7,29:01,2,5,1,6,0,0,4,1,2,5
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Axel Marie Gustave Hervelle ,2,25:34,1,4,0,4,0,0,4,2,2,3
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Dejan Todorovic ,0,09:02,0,0,0,1,0,0,0,3,2,0
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Ivan Buva ,18,20:54,6,8,1,1,3,5,6,0,3,3
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Danilo Nikolic ,0,07:27,0,1,0,1,0,0,1,0,0,0
17/12/2016,UCAM Murcia CB,97,RETAbet Bilbao,71,visit,Michael Oluwaseun Eric,5,18:44,2,3,0,0,1,5,5,0,4,5
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Tyrese Jammal Rice ,25,28:48,1,1,7,10,2,2,4,2,2,5
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Justin Doellman,18,26:44,4,7,2,3,4,4,2,3,1,3
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Richard Elmer Dorsey ,7,10:46,3,3,0,0,1,3,4,1,5,2
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Víctor Claver Arocas,2,21:54,1,3,0,1,0,0,4,2,3,0
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Juan Carlos Navarro Feijoo,11,15:36,4,5,1,5,0,0,1,2,3,1
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Aleksandar Vezenkov ,2,13:16,1,1,0,3,0,0,3,0,4,1
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Marcus Per Eriksson ,0,00:45,0,0,0,0,0,0,0,0,0,0
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Bradley Scott Oleson Lashinski,9,17:23,1,1,2,3,1,2,0,1,1,2
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Petteri Johannes Koponen ,6,21:48,3,4,0,3,0,0,2,4,1,3
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Gregory Alexander Renfroe ,4,18:46,1,1,0,0,2,2,3,0,3,1
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,local,Ante Tomic ,10,24:14,3,4,0,0,4,4,7,4,4,3
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Antoine Camille Diot ,7,23:29,2,5,1,2,0,0,1,2,4,2
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Sam Tom B. Van Rossom ,2,09:32,1,1,0,1,0,0,1,2,0,0
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Romain Lebel-Guessagba-Sato ,4,13:11,1,4,0,1,2,2,0,0,2,3
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Bojan Dubljevic ,10,19:38,1,7,0,1,8,8,4,0,3,9
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Guillem Vives Torrent,0,06:59,0,1,0,1,0,0,0,1,1,0
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Rafael Martínez Aguilera,15,28:17,2,3,2,3,5,6,0,3,2,3
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Pierre David Oriola Garriga,0,01:29,0,0,0,0,0,0,0,0,0,0
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Fernando San Emeterio Lara,8,16:49,2,2,0,1,4,4,2,0,2,2
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Joan Sastre Morro,6,21:43,2,3,0,2,2,2,2,0,2,1
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Lucas Clayton Sikma ,15,18:08,4,5,1,2,4,4,5,1,3,3
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,Viacheslav Kravtsov ,4,20:10,2,5,0,0,0,0,3,0,0,1
27/12/2016,Barcelona Lassa,94,Valencia Basket,82,visit,William Benson Thomas ,11,20:35,4,4,0,0,3,3,2,0,2,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Antoine Camille Diot ,5,15:55,1,2,1,4,0,0,3,2,1,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Sam Tom B. Van Rossom ,8,12:52,1,2,2,3,0,0,3,3,0,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Romain Lebel-Guessagba-Sato ,11,20:12,3,4,1,2,2,2,3,1,3,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Bojan Dubljevic ,8,20:59,3,6,0,1,2,2,4,4,0,4
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Guillem Vives Torrent,3,16:55,0,0,0,4,3,4,1,2,3,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Rafael Martínez Aguilera,10,17:28,1,1,2,5,2,2,0,3,2,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Pierre David Oriola Garriga,6,15:26,2,3,0,0,2,2,3,1,0,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Fernando San Emeterio Lara,17,19:48,4,4,3,5,0,0,0,6,0,0
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Joan Sastre Morro,5,16:50,1,3,1,3,0,0,1,5,2,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Lucas Clayton Sikma ,9,19:05,3,5,1,2,0,0,10,2,2,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,Viacheslav Kravtsov ,3,05:52,1,1,0,0,1,2,4,0,0,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,local,William Benson Thomas ,15,18:38,5,5,1,1,2,3,6,1,0,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Scott Simmons Suggs ,3,20:36,0,3,1,5,0,0,2,1,0,0
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Michael Scott Machado ,10,22:33,2,4,1,3,3,3,0,4,2,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Aleksandar Cvetkovic ,4,09:16,1,3,0,0,2,2,0,2,2,3
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Petar Aranitovic ,3,06:50,1,3,0,1,1,1,0,0,0,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Marjan Cakarun ,3,26:27,1,4,0,0,1,2,8,1,3,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Román Montañez Martín,2,13:20,1,1,0,0,0,0,1,0,3,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Ihor Zaytsev ,0,12:21,0,1,0,1,0,0,3,0,0,0
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Joseph Charles Trapani ,6,16:40,1,2,1,2,1,2,1,1,3,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Jordan Djounorou Sakho,6,13:33,1,5,0,0,4,4,2,0,2,2
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Pere Tomàs Noguera,15,25:07,2,4,3,5,2,2,2,0,4,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Judicaël Romaric Belemene Dzabatou,3,19:50,0,0,1,3,0,0,4,1,3,1
29/12/2016,Valencia Basket,100,ICL Manresa,55,visit,Lluis Costa Martínez,0,13:27,0,1,0,0,0,0,0,2,0,0
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Scott Bamforth ,2,20:20,0,0,0,3,2,2,3,2,1,2
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Tobias Carl Peter Borg ,1,14:25,0,1,0,2,1,2,1,1,2,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Beye Tabu-Eboma,4,18:07,1,2,0,3,2,2,3,1,2,4
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Miha Lapornik ,7,17:24,1,1,1,2,2,2,2,2,0,2
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Javier Salgado Martín,3,02:53,0,0,1,2,0,0,0,0,0,0
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Álex Mumbrú Murcia,19,32:45,2,7,3,9,6,8,5,5,3,9
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Axel Marie Gustave Hervelle ,15,30:56,2,2,3,5,2,2,5,2,3,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Dejan Todorovic ,2,09:49,1,2,0,1,0,0,1,0,1,0
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Vasilije Vucetic ,0,00:28,0,0,0,0,0,0,0,0,0,0
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Ivan Buva ,11,21:39,4,5,0,1,3,4,6,2,3,3
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Sergio Antonio Llorente Paz,0,11:51,0,1,0,0,0,0,1,1,3,0
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,local,Michael Oluwaseun Eric,4,19:23,1,4,0,0,2,2,3,0,4,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Ryan Kenwood Hollins ,7,13:24,2,2,0,0,3,5,2,0,2,3
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Venard Richard Hendrix ,5,08:20,2,3,0,0,1,2,2,1,4,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Alberto Oliver Campos,5,20:25,0,2,1,2,2,2,1,4,1,4
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Darko Planinic ,,,0,0,0,0,0,0,,,,
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Lester McCalebb,12,20:35,5,5,0,1,2,3,2,6,2,5
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Eulis Rafael Báez Benjamín,4,18:43,2,4,0,2,0,0,3,3,2,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Anzejs Pasecniks,8,18:09,4,6,0,1,0,0,4,1,2,2
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Royce Khalil O´Neale ,11,24:00,3,3,1,3,2,2,5,2,3,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Oriol Paulí Fornells,7,15:52,3,5,0,3,1,2,1,0,3,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Xavier Rabaseda Bertran,4,16:00,2,3,0,3,0,0,2,0,1,1
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Kyle Matthew Kuric ,12,23:44,1,2,3,4,1,2,3,1,0,2
07/01/2017,RETAbet Bilbao,68,Herbalife GC,82,visit,Pablo Aguilar Bermúdez,7,20:48,3,7,0,2,1,2,3,0,3,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Viny-Pierrot Marcel Okouo ,0,04:47,0,1,0,0,0,0,0,0,1,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Kyle Edward Fogg ,8,18:59,2,3,1,2,1,1,5,3,4,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Alberto Díaz Ortiz,2,21:01,1,1,0,2,0,0,2,5,3,4
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Daniel Díez De La Faya,10,22:17,2,3,2,3,0,0,3,2,0,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Jamar Desean Smith ,9,20:37,3,5,1,4,0,1,1,5,2,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Nemanja Nedovic ,17,19:23,4,5,3,6,0,0,1,7,4,5
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Oliver Lafayette ,,,0,0,0,0,0,0,,,,
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Adam Szczepan Waczynski ,11,17:43,1,1,3,4,0,0,0,1,2,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Jeffrey Dean Brooks Jr ,12,21:17,3,5,2,2,0,0,4,1,3,0
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Carlos Suárez García-Osorio,0,19:47,0,2,0,1,0,0,2,2,1,0
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Dejan Musli,19,23:00,8,11,0,0,3,4,3,1,0,3
15/01/2017,Unicaja,88,UCAM Murcia CB,76,local,Hamady Barro Ndiaye ,0,11:09,0,0,0,0,0,0,2,1,1,0
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,José Francisco Ortega Soriano,,,0,0,0,0,0,0,,,,
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,José Ángel Antelo Paredes,7,25:05,0,3,1,2,4,5,2,1,2,3
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,Facundo Campazzo Avedano,22,31:06,4,5,3,9,5,6,1,7,4,7
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,Vitor Alves Benite ,0,12:44,0,2,0,1,0,0,1,0,1,1
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,Pedro Llompart Usón,0,08:54,0,1,0,0,0,0,0,2,0,0
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,Nemanja Radovic ,4,15:23,2,6,0,1,0,0,2,0,1,0
15/01/2017,Unicaja,88,UCAM Murcia CB,76,visit,William James Baron ,22,27:16,2,2,4,10,6,6,2,3,2,3
